id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W12-2308,-1,0.0,-1,,Learning probabilities over underlying representations,Learning probabilities over underlying representations,
W13-2104,-1,0.0,-1,,Enhancing the Expression of Contrast in the SPaRKy Restaurant Corpus,Enhancing the Expression of Contrast in the SPaRKy Restaurant Corpus,
D08-1006,-1,0.0,-1,,Refining Generative Language Models using Discriminative Learning,Refining Generative Language Models using Discriminative Learning,
H05-1057,-1,0.0,-1,,Matching Inconsistently Spelled Names In Automatic Speech Recognizer Output For Information Retrieval,Matching Inconsistently Spelled Names In Automatic Speech Recognizer Output For Information Retrieval,
D13-1022,-1,0.0,-1,,Optimal Beam Search for Machine Translation,Optimal Beam Search for Machine Translation,
D13-1043,-1,0.0,-1,,Effectiveness and Efficiency of Open Relation Extraction,Effectiveness and Efficiency of Open Relation Extraction,
C10-2004,-1,0.0,-1,,Going Beyond Traditional QA Systems: Challenges and Keys in Opinion Question Answering,Going Beyond Traditional QA Systems: Challenges and Keys in Opinion Question Answering,
E09-1095,-1,0.0,-1,,Growing Finely-Discriminating Taxonomies from Seeds of Varying Quality and Size,Growing Finely-Discriminating Taxonomies from Seeds of Varying Quality and Size,
J13-2005,0.0,0.0,0.0,Learning Dependency - Based Compositional,Learning Dependency-Based Compositional Semantics,Learning Dependency-Based Compositional Semantics,Learning Dependency - Based Compositional
C10-2158,-1,0.0,-1,,Chasing the ghost: recovering empty categories in the Chinese Treebank,Chasing the ghost: recovering empty categories in the Chinese Treebank,
W10-4221,0.0,0.0,0.0,Cross-Linguistic Attribute Selection for REG : Comparing Dutch and English Mari,Cross-linguistic Attribute Selection for REG: Comparing Dutch and English,Cross-linguistic Attribute Selection for REG: Comparing Dutch and English,Cross-Linguistic Attribute Selection for REG : Comparing Dutch and English Mari
D08-1046,-1,0.0,-1,,Legal Docket Classification: Where Machine Learning Stumbles,Legal Docket Classification: Where Machine Learning Stumbles,
C94-1064,-1,0.0,-1,,Parsing As Tree Traversal,Parsing As Tree Traversal,
W04-1013,-1,0.0,-1,,ROUGE: A Package For Automatic Evaluation Of Summaries,ROUGE: A Package For Automatic Evaluation Of Summaries,
P98-1066,-1,0.0,-1,,A Layered Approach to NLP-Based Information Retrieval,A Layered Approach to NLP-Based Information Retrieval,
J02-4006,-1,0.0,-1,,Using Hidden Markov Modeling To Decompose Human-Written Summaries,Using Hidden Markov Modeling To Decompose Human-Written Summaries,
W10-2901,-1,0.0,-1,,Improvements in Unsupervised Co-Occurrence Based Parsing,Improvements in Unsupervised Co-Occurrence Based Parsing,
N09-2030,-1,0.0,-1,,Topic Identification Using Wikipedia Graph Centrality,Topic Identification Using Wikipedia Graph Centrality,
P97-1029,-1,0.0,-1,,Morphological Disambiguation By Voting Constraints,Morphological Disambiguation By Voting Constraints,
D13-1084,-1,0.0,-1,,Word Level Language Identification in Online Multilingual Communication,Word Level Language Identification in Online Multilingual Communication,
N12-3006,-1,0.0,-1,,MSR SPLAT, a language analysis toolkit,MSR SPLAT, a language analysis toolkit,
W12-3708,-1,0.0,-1,,Analysis of Travel Review Data from Reader’s Point of View,Analysis of Travel Review Data from Reader’s Point of View,
P01-1023,-1,0.0,-1,,Empirically Estimating Order Constraints For Content Planning In Generation,Empirically Estimating Order Constraints For Content Planning In Generation,
W09-3901,-1,0.0,-1,,Evaluating the Effectiveness of Information Presentation in a Full End-To-End Dialogue System,Evaluating the Effectiveness of Information Presentation in a Full End-To-End Dialogue System,
J09-4005,0.0,0.0,0.0,Squibs From Annotator Agreement to Noise Models,Squibs: From Annotator Agreement to Noise Models,Squibs: From Annotator Agreement to Noise Models,Squibs From Annotator Agreement to Noise Models
W98-1412,0.0,0.0,0.0,ABDUCTIVE REASON G FOR SYNTACTIC REALIZATION,Abductive Reasoning For Syntactic Realization,Abductive Reasoning For Syntactic Realization,ABDUCTIVE REASON G FOR SYNTACTIC REALIZATION
P06-1063,-1,0.0,-1,,QuestionBank: Creating A Corpus Of Parse-Annotated Questions,QuestionBank: Creating A Corpus Of Parse-Annotated Questions,
W02-0801,0.0,0.0,0.0,A Multilingual Approach to Disambiguate Prepositions and,A Multilingual Approach To Disambiguate Prepositions And Case Suffixes,A Multilingual Approach To Disambiguate Prepositions And Case Suffixes,A Multilingual Approach to Disambiguate Prepositions and
P12-4002,-1,0.0,-1,,State-of-the-Art Kernels for Natural Language Processing,State-of-the-Art Kernels for Natural Language Processing,
E87-1027,0.0,0.0,0.0,STRING - TREE CORRESPONDENCE GRAMMAR : A DECLARATIVE GRAMMAR FORMALISM FOR DEFINING THE CORRESPONDENCE BETWEEN STRINGS OF TERMS AND TREE STRUCTURES YUSOFF,String-Tree Correspondence Grammar: A Declarative Grammar Formalism For Defining The Correspondence Between Strings Of Terms And Tree Structures,String-Tree Correspondence Grammar: A Declarative Grammar Formalism For Defining The Correspondence Between Strings Of Terms And Tree Structures,STRING - TREE CORRESPONDENCE GRAMMAR : A DECLARATIVE GRAMMAR FORMALISM FOR DEFINING THE CORRESPONDENCE BETWEEN STRINGS OF TERMS AND TREE STRUCTURES YUSOFF
W08-2126,-1,0.0,-1,,Hybrid Learning of Dependency Structures from Heterogeneous Linguistic Resources,Hybrid Learning of Dependency Structures from Heterogeneous Linguistic Resources,
C10-1152,-1,0.0,-1,,A Monolingual Tree-based Translation Model for Sentence Simplification,A Monolingual Tree-based Translation Model for Sentence Simplification,
P12-2047,-1,0.0,-1,,Using Search-Logs to Improve Query Tagging,Using Search-Logs to Improve Query Tagging,
P09-1009,-1,0.0,-1,,Unsupervised Multilingual Grammar Induction,Unsupervised Multilingual Grammar Induction,
W06-1643,-1,0.0,-1,,A Skip-Chain Conditional Random Field For Ranking Meeting Utterances By Importance,A Skip-Chain Conditional Random Field For Ranking Meeting Utterances By Importance,
W04-3203,-1,0.0,-1,,Induction Of Greedy Controllers For Deterministic Treebank Parsers,Induction Of Greedy Controllers For Deterministic Treebank Parsers,
W13-1020,-1,0.0,-1,,The Far Reach of Multiword Expressions in Educational Technology,The Far Reach of Multiword Expressions in Educational Technology,
L08-1379,-1,0.0,-1,,Classification Procedures for Software Evaluation,Classification Procedures for Software Evaluation,
P06-3011,-1,0.0,-1,,On2L - A Framework For Incremental Ontology Learning In Spoken Dialog Systems,On2L - A Framework For Incremental Ontology Learning In Spoken Dialog Systems,
P98-1040,0.0,0.0,0.0,Dialogue Management in Vector - Based Call,Dialogue Management in Vector-Based Call Routing,Dialogue Management in Vector-Based Call Routing,Dialogue Management in Vector - Based Call
N01-1023,-1,0.0,-1,,Applying Co-Training Methods To Statistical Parsing,Applying Co-Training Methods To Statistical Parsing,
W06-1609,-1,0.0,-1,,Statistical Machine Reordering,Statistical Machine Reordering,
P85-1039,0.0,0.0,0.0,THE USE OF SYNTACTIC CLUES IN DISCOURSE,The Use Of Syntactic Clues In Discourse Processing,The Use Of Syntactic Clues In Discourse Processing,THE USE OF SYNTACTIC CLUES IN DISCOURSE
N09-1032,0.0,0.0,0.0,Human Language Technologies : The 2009 Annual Conference of the North American Chapter of the,Domain Adaptation with Latent Semantic Association for Named Entity Recognition,Domain Adaptation with Latent Semantic Association for Named Entity Recognition,Human Language Technologies : The 2009 Annual Conference of the North American Chapter of the
W10-3307,-1,0.0,-1,,Developing a Biosurveillance Application Ontology for Influenza-Like-Illness,Developing a Biosurveillance Application Ontology for Influenza-Like-Illness,
C80-1052,0.0,0.0,0.0,PARSING AGAINST LEXICAL AMBIGUITY,Parsing Against Lexical Ambiguity,Parsing Against Lexical Ambiguity,PARSING AGAINST LEXICAL AMBIGUITY
W10-1702,-1,0.0,-1,,Fast Consensus Hypothesis Regeneration for Machine Translation,Fast Consensus Hypothesis Regeneration for Machine Translation,
P97-1055,0.0,0.0,0.0,Paradigmatic Cascades : a Linguistically Sound Model of Pronunciation by,Paradigmatic Cascades: A Linguistically Sound Model Of Pronunciation By Analogy,Paradigmatic Cascades: A Linguistically Sound Model Of Pronunciation By Analogy,Paradigmatic Cascades : a Linguistically Sound Model of Pronunciation by
D10-1049,-1,0.0,-1,,A Simple Domain-Independent Probabilistic Approach to Generation,A Simple Domain-Independent Probabilistic Approach to Generation,
L08-1264,0.0,0.0,0.0,Conceptual Modeling of Ontology - based Linguistic Resources with a Focus on Semantic Relations 1,Conceptual Modeling of Ontology-based Linguistic Resources with a Focus on Semantic Relations,Conceptual Modeling of Ontology-based Linguistic Resources with a Focus on Semantic Relations,Conceptual Modeling of Ontology - based Linguistic Resources with a Focus on Semantic Relations 1
W12-2416,-1,0.0,-1,,A Prototype Tool Set to Support Machine-Assisted Annotation,A Prototype Tool Set to Support Machine-Assisted Annotation,
W10-1821,-1,0.0,-1,,Chunking German: An Unsolved Problem,Chunking German: An Unsolved Problem,
P13-2001,-1,0.0,-1,,Translating Dialectal Arabic to English,Translating Dialectal Arabic to English,
W00-1406,-1,0.0,-1,,Towards The Generation Of Rebuttals In A Bayesian Argumentation System,Towards The Generation Of Rebuttals In A Bayesian Argumentation System,
P10-3008,-1,0.0,-1,,Mood Patterns and Affective Lexicon Access in Weblogs,Mood Patterns and Affective Lexicon Access in Weblogs,
P11-1124,-1,0.0,-1,,Consistent Translation using Discriminative Learning - A Translation Memory-inspired Approach,Consistent Translation using Discriminative Learning - A Translation Memory-inspired Approach,
H01-1017,-1,0.0,-1,,Dialogue Interaction With The DARPA Communicator Infrastructure: The Development Of Useful Software,Dialogue Interaction With The DARPA Communicator Infrastructure: The Development Of Useful Software,
P09-1023,-1,0.0,-1,,Summarizing Definition from Wikipedia,Summarizing Definition from Wikipedia,
N07-4010,-1,0.0,-1,,OMS-J: An Opinion Mining System for Japanese Weblog Reviews Using a Combination of Supervised and Unsupervised Approaches,OMS-J: An Opinion Mining System for Japanese Weblog Reviews Using a Combination of Supervised and Unsupervised Approaches,
P06-2080,-1,0.0,-1,,Semantic Parsing With Structured SVM Ensemble Classification Models,Semantic Parsing With Structured SVM Ensemble Classification Models,
W06-2718,-1,0.0,-1,,A Standoff Annotation Interface Between DELPH-In Components,A Standoff Annotation Interface Between DELPH-In Components,
C08-1127,-1,0.0,-1,,Linguistically Annotated BTG for Statistical Machine Translation,Linguistically Annotated BTG for Statistical Machine Translation,
D12-1071,-1,0.0,-1,,Resolving Complex Cases of Definite Pronouns: The Winograd Schema Challenge,Resolving Complex Cases of Definite Pronouns: The Winograd Schema Challenge,
P98-2132,0.0,0.0,0.0,A Multi-Neuro Tagger Using Variable Lengths of,LiLFeS - Towards a Practical HPSG Parser,LiLFeS - Towards a Practical HPSG Parser,A Multi-Neuro Tagger Using Variable Lengths of
P10-1091,-1,0.0,-1,,Estimating Strictly Piecewise Distributions,Estimating Strictly Piecewise Distributions,
D07-1106,-1,0.0,-1,,Learning to Find English to Chinese Transliterations on the Web,Learning to Find English to Chinese Transliterations on the Web,
I05-2030,0.0,0.0,0.0,Opinion Extraction Using a Learning - Based Anaphora Resolution Technique,Opinion Extraction Using a Learning-Based Anaphora Resolution Technique,Opinion Extraction Using a Learning-Based Anaphora Resolution Technique,Opinion Extraction Using a Learning - Based Anaphora Resolution Technique
W13-1609,-1,0.0,-1,,Sentiment Analysis in Czech Social Media Using Supervised Machine Learning,Sentiment Analysis in Czech Social Media Using Supervised Machine Learning,
L08-1094,-1,0.0,-1,,A Coreference Corpus and Resolution System for Dutch,A Coreference Corpus and Resolution System for Dutch,
P05-2003,-1,0.0,-1,,An Extensive Empirical Study Of Collocation Extraction Methods,An Extensive Empirical Study Of Collocation Extraction Methods,
C00-2142,-1,0.0,-1,,Rapid Development Of Translation Tools: Application To Persian And Turkish,Rapid Development Of Translation Tools: Application To Persian And Turkish,
E12-1039,-1,0.0,-1,,WebCAGe – A Web-Harvested Corpus Annotated with GermaNet Senses,WebCAGe – A Web-Harvested Corpus Annotated with GermaNet Senses,
W09-0620,-1,0.0,-1,,Precision and Mathematical Form in First and Subsequent Mentions of Numerical Facts and their Relation to Document Structure,Precision and Mathematical Form in First and Subsequent Mentions of Numerical Facts and their Relation to Document Structure,
N07-2027,-1,0.0,-1,,Tagging Icelandic Text using a Linguistic and a Statistical Tagger,Tagging Icelandic Text using a Linguistic and a Statistical Tagger,
D11-1002,-1,0.0,-1,,Predicting Thread Discourse Structure over Technical Web Forums,Predicting Thread Discourse Structure over Technical Web Forums,
E89-1005,0.0,0.0,0.0,A METAPLAN MODEL FOR PROBLEM - SOLVING DISCOURSE,A Metaplan Model For Problem-Solving Discourse,A Metaplan Model For Problem-Solving Discourse,A METAPLAN MODEL FOR PROBLEM - SOLVING DISCOURSE
W04-2328,-1,0.0,-1,,Multi-Level Dialogue Act Tags,Multi-Level Dialogue Act Tags,
S10-1052,-1,0.0,-1,,UCD-PN: Selecting General Paraphrases Using Conditional Probability,UCD-PN: Selecting General Paraphrases Using Conditional Probability,
C04-1104,-1,0.0,-1,,Subcategorization Acquisition And Evaluation For Chinese Verbs,Subcategorization Acquisition And Evaluation For Chinese Verbs,
P97-1018,-1,0.0,-1,,Intergrating Symbolic And Statistical Representations: The Lexicon Pragmatics Interface,Intergrating Symbolic And Statistical Representations: The Lexicon Pragmatics Interface,
A88-1003,0.0,0.0,0.0,Focus Number Agreement Semantic - " Consistency Animacy Disioint Reference Figure 2 : The Architecture of Anaphora Resolution THE STRUCTURE OF A CONSTRAINT SOURCE,An Architecture For Anaphora Resolution,An Architecture For Anaphora Resolution,Focus Number Agreement Semantic - " Consistency Animacy Disioint Reference Figure 2 : The Architecture of Anaphora Resolution THE STRUCTURE OF A CONSTRAINT SOURCE
P12-2019,-1,0.0,-1,,Automatically Learning Measures of Child Language Development,Automatically Learning Measures of Child Language Development,
W04-0818,-1,0.0,-1,,The MITRE Logical Form Generation System,The MITRE Logical Form Generation System,
C02-1047,0.0,0.0,0.0,Towards a Noise - Tolerant , Representation - Independent Mechanism for Argument,Towards A Noise-Tolerant, Representation-Independent Mechanism For Argument Interpretation,Towards A Noise-Tolerant, Representation-Independent Mechanism For Argument Interpretation,Towards a Noise - Tolerant , Representation - Independent Mechanism for Argument
